Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
"IDXX","IDEXX Laboratories, Inc.","150.07","$13.09B","1991","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/idxx",
"IDT","IDT Corporation","12.7","$315.49M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/idt",
"IEC","IEC Electronics Corp.","4.3","$44.38M","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/iec",
"IESC","IES Holdings, Inc.","16.9","$362.24M","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/iesc",
"IROQ","IF Bancorp, Inc.","19.6","$77.23M","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/iroq",
"IFMK","iFresh Inc.","11.58","$164.07M","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/ifmk",
"RXDX","Ignyta, Inc.","16.25","$914.13M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rxdx",
"INFO","IHS Markit Ltd.","43.93","$17.52B","2014","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/info",
"IIVI","II-VI Incorporated","43.85","$2.76B","1987","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/iivi",
"KANG","iKang Healthcare Group, Inc.","14.51","$993.93M","2014","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/kang",
"IKNX","Ikonics Corporation","8.1621","$16.26M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/iknx",
"ILG","ILG, Inc","29.4","$3.67B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/ilg",
"ITW","Illinois Tool Works Inc.","157.65","$54.01B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/itw",
"ILMN","Illumina, Inc.","211.2","$30.84B","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/ilmn",
"ISNS","Image Sensing Systems, Inc.","3.275","$16.93M","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/isns",
"IMAX","Imax Corporation","24.15","$1.56B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/imax",
"IMMR","Immersion Corporation","6.4","$187.28M","1999","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/immr",
"ICCC","ImmuCell Corporation","8.49","$42.86M","1987","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/iccc",
"IMDZ","Immune Design Corp.","4.75","$121.69M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imdz",
"IMNP          ","Immune Pharmaceuticals Inc.","0.8906","$9.42M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imnp",
"IMUC","ImmunoCellular Therapeutics, Ltd.","0.317","$5.02M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imuc",
"IMUC.WS","ImmunoCellular Therapeutics, Ltd.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/imuc.ws",
"IMGN","ImmunoGen, Inc.","5.59","$720.53M","1989","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imgn",
"IMMU","Immunomedics, Inc.","10.13","$1.53B","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/immu",
"IMRN","Immuron Limited","5.73","$18.69M","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imrn",
"IMRNW","Immuron Limited","1.4","n/a","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imrnw",
"IMH","Impac Mortgage Holdings, Inc.","12.23","$255.56M","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/imh",
"IPXL","Impax Laboratories, Inc.","17.95","$1.33B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipxl",
"IMO","Imperial Oil Limited","31.56","$26.43B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/imo",
"IMPV","Imperva, Inc.","42.5","$1.44B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/impv",
"PI","Impinj, Inc.","25.57","$533.39M","2016","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pi",
"IMMY","Imprimis Pharmaceuticals, Inc.","1.56","$31.3M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/immy",
"INCR","INC Research Holdings, Inc.","57.5","$5.99B","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/incr",
"IOR","Income Opportunity Realty Investors, Inc.","9.7008","$40.44M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ior",
"INCY","Incyte Corporation","104.98","$22.15B","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/incy",
"ICD","Independence Contract Drilling, Inc.","3.66","$139.01M","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/icd",
"IHC","Independence Holding Company","27.65","$412.93M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/ihc",
"IRT","Independence Realty Trust, Inc.","10.34","$863.58M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/irt",
"INDB","Independent Bank Corp.","68.9","$1.89B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/indb",
"IBCP","Independent Bank Corporation","21.7","$462.91M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibcp",
"IBTX","Independent Bank Group, Inc","62.35","$1.73B","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/ibtx",
"IFN","India Fund, Inc. (The)","27.88","$791.89M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifn",
"IGC","India Globalization Capital Inc.","0.4629","$12.92M","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/igc",
"INDU","Industrea Acquisition Corp.","9.71","$279.16M","2017","Finance","Business Services","http://www.nasdaq.com/symbol/indu",
"INDUU","Industrea Acquisition Corp.","10.08","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/induu",
"INDUW","Industrea Acquisition Corp.","0.395","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/induw",
"IDSA","Industrial Services of America, Inc.","1.58","$12.77M","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/idsa",
"IBA","Industrias Bachoco, S.A. de C.V.","58.75","$2.94B","1997","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/iba",
"INFN","Infinera Corporation","8.71","$1.29B","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/infn",
"INFI","Infinity Pharmaceuticals, Inc.","2.52","$127.74M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/infi",
"IPCC","Infinity Property and Casualty Corporation","103.1","$1.14B","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ipcc",
"IFRX","InflaRx N.V.","14.99","n/a","2017","n/a","n/a","http://www.nasdaq.com/symbol/ifrx",
"III","Information Services Group, Inc.","3.88","$167.94M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/iii",
"IFON","InfoSonics Corp","1.54","$1.04M","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/ifon",
"INFY","Infosys Limited","14.92","$34.27B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/infy",
"HIFR","InfraREIT, Inc.","21.58","$944.74M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hifr",
"INFU","InfuSystems Holdings, Inc.","1.9499","$44.37M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/infu",
"ING","ING Group, N.V.","18.29","$71.07B","1997","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ing",
"ISF","ING Group, N.V.","25.66","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isf",
"ISG","ING Group, N.V.","25.61","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isg",
"IR","Ingersoll-Rand plc (Ireland)","85.68","$21.41B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ir",
"NGVT","Ingevity Corporation","72.99","$3.08B","2016","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ngvt",
"IMKTA","Ingles Markets, Incorporated","23.1","$468M","1987","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/imkta",
"INGR","Ingredion Incorporated","131.96","$9.47B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ingr",
"INWK","InnerWorkings, Inc.","10.76","$586.48M","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/inwk",
"INOD","Innodata Inc.","1.05","$27.17M","1993","Technology","EDP Services","http://www.nasdaq.com/symbol/inod",
"IPHS","Innophos Holdings, Inc.","44.65","$871.97M","2006","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/iphs",
"IOSP","Innospec Inc.","69.7","$1.68B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iosp",
"IIPR","Innovative Industrial Properties, Inc.","19.55","$68.92M","2016","Finance","Real Estate","http://www.nasdaq.com/symbol/iipr",
"IIPR^A","Innovative Industrial Properties, Inc.","25.847","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iipr^a",
"ISSC","Innovative Solutions and Support, Inc.","3.2793","$55.04M","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/issc",
"INVA","Innoviva, Inc.","12.41","$1.36B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/inva",
"IHT","InnSuites Hospitality Trust","1.737","$16.99M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/iht",
"INGN","Inogen, Inc","117.38","$2.43B","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ingn",
"ITEK","Inotek Pharmaceuticals Corporation","2.58","$69.69M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itek",
"INOV","Inovalon Holdings, Inc.","15.4","$2.25B","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/inov",
"INO","Inovio Pharmaceuticals, Inc.","5.33","$480.91M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ino",
"IPHI","Inphi Corporation","40.79","$1.72B","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/iphi",
"INPX","Inpixon ","0.346","$3.55M","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/inpx",
"INSG","Inseego Corp.","1.33","$74.74M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/insg",
"NSIT","Insight Enterprises, Inc.","41","$1.47B","1995","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/nsit",
"INSI","Insight Select Income Fund","20.1","$215.27M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/insi",
"ISIG","Insignia Systems, Inc.","1.68","$19.88M","1991","Consumer Services","Advertising","http://www.nasdaq.com/symbol/isig",
"INSM","Insmed, Inc.","30.15","$2.31B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insm",
"NSP","Insperity, Inc.","106.7","$2.22B","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/nsp",
"INSE","Inspired Entertainment, Inc.","10.4","$232.86M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/inse",
"NSPR","InspireMD, Inc.","0.39","$2.91M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nspr",
"NSPR.WS","InspireMD, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nspr.ws",
"NSPR.WS.B","InspireMD, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nspr.ws.b",
"IBP","Installed Building Products, Inc.","60.45","$1.93B","2014","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/ibp",
"IIIN","Insteel Industries, Inc.","25.85","$492.21M","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/iiin",
"INST","Instructure, Inc.","33.45","$983.46M","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/inst",
"PODD","Insulet Corporation","67.59","$3.93B","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/podd",
"INSY","Insys Therapeutics, Inc.","5.03","$365.66M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insy",
"NTEC","Intec Pharma Ltd.","7.4","$192.91M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ntec",
"ITGR","Integer Holdings Corporation","46.4","$1.47B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/itgr",
"IART","Integra LifeSciences Holdings Corporation","48.45","$3.8B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/iart",
"IDTI","Integrated Device Technology, Inc.","33.59","$4.48B","1984","Technology","Semiconductors","http://www.nasdaq.com/symbol/idti",
"IMTE","Integrated Media Technology Limited","7.12","$18.82M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/imte",
"INTC","Intel Corporation","46.7","$218.56B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/intc",
"NTLA","Intellia Therapeutics, Inc.","19.51","$704.03M","2016","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/ntla",
"IDN","Intellicheck, Inc.","2.45","$36.71M","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/idn",
"INS","Intelligent Systems Corporation","4.2","$36.87M","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ins",
"IPCI","Intellipharmaceutics International Inc.","0.95","$32.97M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipci",
"I","Intelsat S.A.","3.78","$449.82M","2013","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/i",
"IPAR","Inter Parfums, Inc.","44.9","$1.4B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ipar",
"IBKR","Interactive Brokers Group, Inc.","53.99","$22.29B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ibkr",
"ICPT","Intercept Pharmaceuticals, Inc.","64.47","$1.62B","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/icpt",
"ICE","Intercontinental Exchange Inc.","65.99","$38.83B","2005","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ice",
"IHG","Intercontinental Hotels Group","56.95","$10.36B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/ihg",
"IDCC","InterDigital, Inc.","72.8","$2.53B","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/idcc",
"TILE","Interface, Inc.","23","$1.42B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/tile",
"LINK","Interlink Electronics, Inc.","7","$51.36M","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/link",
"IMI","Intermolecular, Inc.","1.17","$57.98M","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/imi",
"INAP","Internap Corporation","3.62","$301.56M","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/inap",
"IFF","Internationa Flavors & Fragrances, Inc.","147.53","$11.65B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iff",
"IBOC","International Bancshares Corporation","38.9","$2.57B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/iboc",
"IBM","International Business Machines Corporation","151.57","$140.32B","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/ibm",
"IGT","International Game Technology","24.17","$4.89B","2015","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/igt",
"IP","International Paper Company","55.28","$22.83B","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ip",
"INSW","International Seaways, Inc.","20.88","$610.7M","2016","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/insw",
"ISCA","International Speedway Corporation","39.2","$1.73B","1996","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/isca",
"THM","International Tower Hill Mines Ltd","0.4328","$70.28M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/thm",
"IGLD","Internet Gold Golden Lines Ltd.","8","$153.63M","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/igld",
"IIJI","Internet Initiative Japan, Inc.","9.57","$862.5M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/iiji",
"IDXG","Interpace Diagnostics Group, Inc.","1.17","$25.93M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/idxg",
"IPG","Interpublic Group of Companies, Inc. (The)","18.62","$7.24B","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/ipg",
"XENT","Intersect ENT, Inc.","28.5","$831.9M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/xent",
"INTX","Intersections, Inc.","2.49","$59.6M","2004","Technology","EDP Services","http://www.nasdaq.com/symbol/intx",
"IPL^D","Interstate Power and Light Company","25.63","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ipl^d",
"INXN","InterXion Holding N.V.","56.39","$4.01B","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/inxn",
"INTT","inTest Corporation","8.85","$92.06M","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/intt",
"IVAC","Intevac, Inc.","8.2","$178.62M","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ivac",
"INTL","INTL FCStone Inc.","41.99","$786.03M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intl",
"ITCI","Intra-Cellular Therapies Inc.","14.27","$778.48M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itci",
"IPI","Intrepid Potash, Inc","3.91","$511.32M","2008","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/ipi",
"XON","Intrexon Corporation","15.8","$1.9B","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/xon",
"IIN","IntriCon Corporation","13.95","$95.56M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/iin",
"INTU","Intuit Inc.","152.96","$39B","1993","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/intu",
"ISRG","Intuitive Surgical, Inc.","392.34","$43.96B","2000","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/isrg",
"INUV","Inuvo, Inc","0.83","$23.64M","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/inuv",
"IVC","Invacare Corporation","16.9","$555.51M","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ivc",
"SNAK","Inventure Foods, Inc.","3.975","$78.81M","1996","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/snak",
"VKI","Invesco Advantage Municipal Income Trust II","11.29","$501.18M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vki",
